dataset,protocol,target_batch,model_name,split_type,n_train,n_val,n_test,macro_f1,macro_f1_present,accuracy,balanced_accuracy,late_early_bucket,notes
uci270,B_rolling_update,9,ss_svm_rbf,confirmatory,9546,294,470,0.7408430879600303,0.7408430879600303,0.7638297872340426,0.8111139134089954,late,train=batches<target; validation=holdout_latest_train_batch_8;confirmatory_fixed_params_inner_val_unused
uci270,B_rolling_update,10,ss_svm_rbf,confirmatory,9840,470,3600,0.73353817984597,0.73353817984597,0.7330555555555556,0.7330555555555556,late,train=batches<target; validation=holdout_latest_train_batch_9;confirmatory_fixed_params_inner_val_unused
uci270,B_rolling_update,2,routear_combined_svm,exploratory,445,0,1244,0.7429364401356997,0.7429364401356997,0.8866559485530546,0.7774705762380018,early,train=batches<target; validation=no_inner_tuning_single_train_batch
uci270,B_rolling_update,3,routear_combined_svm,exploratory,445,1244,1586,0.7956421901327113,0.9547706281592536,0.9577553593947037,0.9599892560871034,early,train=batches<target; validation=holdout_latest_train_batch_2
uci270,B_rolling_update,4,routear_combined_svm,exploratory,1689,1586,161,0.7524583306983179,0.9029499968379815,0.8695652173913043,0.8913275193798448,early,train=batches<target; validation=holdout_latest_train_batch_3
uci270,B_rolling_update,5,routear_combined_svm,exploratory,3275,161,197,0.8203437377563013,0.9844124853075616,0.9847715736040609,0.9836507936507937,mid,train=batches<target; validation=holdout_latest_train_batch_4
uci270,B_rolling_update,6,routear_combined_svm,exploratory,3436,197,2300,0.660391654377518,0.660391654377518,0.7547826086956522,0.794104098041144,mid,train=batches<target; validation=holdout_latest_train_batch_5
uci270,B_rolling_update,7,routear_combined_svm,exploratory,3633,2300,3613,0.9226594317312199,0.9226594317312199,0.9202878494326044,0.9217155853579356,mid,train=batches<target; validation=holdout_latest_train_batch_6
uci270,B_rolling_update,8,routear_combined_svm,exploratory,5933,3613,294,0.8856873395306778,0.8856873395306778,0.9115646258503401,0.8947131572131574,late,train=batches<target; validation=holdout_latest_train_batch_7
uci270,B_rolling_update,9,routear_combined_svm,exploratory,9546,294,470,0.7365598396883151,0.7365598396883151,0.7659574468085106,0.8138461538461539,late,train=batches<target; validation=holdout_latest_train_batch_8
uci270,B_rolling_update,10,routear_combined_svm,exploratory,9840,470,3600,0.6553923414655923,0.6553923414655923,0.6472222222222223,0.6472222222222223,late,train=batches<target; validation=holdout_latest_train_batch_9
uci270,B_rolling_update,2,routear_combined_svm_noscaler,exploratory,445,0,1244,0.517575380215939,0.517575380215939,0.4734726688102894,0.551787201317153,early,train=batches<target; validation=no_inner_tuning_single_train_batch
uci270,B_rolling_update,3,routear_combined_svm_noscaler,exploratory,445,1244,1586,0.7890129636600771,0.9468155563920926,0.9514501891551072,0.9517533785342005,early,train=batches<target; validation=holdout_latest_train_batch_2
uci270,B_rolling_update,4,routear_combined_svm_noscaler,exploratory,1689,1586,161,0.7244729907773385,0.8693675889328063,0.8757763975155279,0.91625,early,train=batches<target; validation=holdout_latest_train_batch_3
uci270,B_rolling_update,5,routear_combined_svm_noscaler,exploratory,3275,161,197,0.8140913276098045,0.9769095931317654,0.9796954314720813,0.9736507936507935,mid,train=batches<target; validation=holdout_latest_train_batch_4
uci270,B_rolling_update,6,routear_combined_svm_noscaler,exploratory,3436,197,2300,0.6078262529948828,0.6078262529948828,0.7321739130434782,0.7680071186087768,mid,train=batches<target; validation=holdout_latest_train_batch_5
uci270,B_rolling_update,7,routear_combined_svm_noscaler,exploratory,3633,2300,3613,0.8310574362584887,0.8310574362584887,0.8397453639634652,0.8533916161244649,mid,train=batches<target; validation=holdout_latest_train_batch_6
uci270,B_rolling_update,8,routear_combined_svm_noscaler,exploratory,5933,3613,294,0.9158374874046157,0.9158374874046157,0.9319727891156463,0.9146432271432272,late,train=batches<target; validation=holdout_latest_train_batch_7
uci270,B_rolling_update,9,routear_combined_svm_noscaler,exploratory,9546,294,470,0.750280738665348,0.750280738665348,0.7659574468085106,0.813931623931624,late,train=batches<target; validation=holdout_latest_train_batch_8
uci270,B_rolling_update,10,routear_combined_svm_noscaler,exploratory,9840,470,3600,0.7219027857722459,0.7219027857722459,0.7205555555555555,0.7205555555555555,late,train=batches<target; validation=holdout_latest_train_batch_9
uci270,B_rolling_update,2,routear_logratio_svm,confirmatory,445,0,1244,0.682538121855813,0.682538121855813,0.7572347266881029,0.7316257453916667,early,train=batches<target; validation=confirmatory_fixed_params_all_targets_no_batchsafe_val_batch2
uci270,B_rolling_update,3,routear_logratio_svm,confirmatory,445,1244,1586,0.44557913818286393,0.5346949658194367,0.6557377049180327,0.5600178497301785,early,train=batches<target; validation=holdout_latest_train_batch_2;confirmatory_fixed_params_inner_val_unused
uci270,B_rolling_update,4,routear_logratio_svm,confirmatory,1689,1586,161,0.7722294166738611,0.9266753000086334,0.906832298136646,0.9100775193798448,early,train=batches<target; validation=holdout_latest_train_batch_3;confirmatory_fixed_params_inner_val_unused
uci270,B_rolling_update,5,routear_logratio_svm,confirmatory,3275,161,197,0.8172134090748403,0.9806560908898083,0.9796954314720813,0.9804761904761905,mid,train=batches<target; validation=holdout_latest_train_batch_4;confirmatory_fixed_params_inner_val_unused
uci270,B_rolling_update,6,routear_logratio_svm,confirmatory,3436,197,2300,0.6206062520972547,0.6206062520972547,0.6773913043478261,0.742724199683082,mid,train=batches<target; validation=holdout_latest_train_batch_5;confirmatory_fixed_params_inner_val_unused
uci270,B_rolling_update,7,routear_logratio_svm,confirmatory,3633,2300,3613,0.6409562569387556,0.6409562569387556,0.6877940769443676,0.6932601492077558,mid,train=batches<target; validation=holdout_latest_train_batch_6;confirmatory_fixed_params_inner_val_unused
uci270,B_rolling_update,8,routear_logratio_svm,confirmatory,5933,3613,294,0.8023812470180953,0.8023812470180953,0.8605442176870748,0.7991388241388241,late,train=batches<target; validation=holdout_latest_train_batch_7;confirmatory_fixed_params_inner_val_unused
uci270,B_rolling_update,9,routear_logratio_svm,confirmatory,9546,294,470,0.7493079996258736,0.7493079996258736,0.7723404255319148,0.8205128205128206,late,train=batches<target; validation=holdout_latest_train_batch_8;confirmatory_fixed_params_inner_val_unused
uci270,B_rolling_update,10,routear_logratio_svm,confirmatory,9840,470,3600,0.755605381871764,0.755605381871764,0.7586111111111111,0.7586111111111111,late,train=batches<target; validation=holdout_latest_train_batch_9;confirmatory_fixed_params_inner_val_unused
uci270,B_rolling_update,2,routear_blockcomp_svm,exploratory,445,0,1244,0.6803757333314381,0.6803757333314381,0.8705787781350482,0.7682522178734944,early,train=batches<target; validation=no_inner_tuning_single_train_batch
uci270,B_rolling_update,3,routear_blockcomp_svm,exploratory,445,1244,1586,0.8191105559912426,0.9829326671894911,0.9829760403530895,0.9815560887977718,early,train=batches<target; validation=holdout_latest_train_batch_2
uci270,B_rolling_update,4,routear_blockcomp_svm,exploratory,1689,1586,161,0.7640857869865503,0.9169029443838603,0.8944099378881988,0.9114583333333333,early,train=batches<target; validation=holdout_latest_train_batch_3
uci270,B_rolling_update,5,routear_blockcomp_svm,exploratory,3275,161,197,0.7970504441092676,0.9564605329311211,0.9441624365482234,0.9582539682539682,mid,train=batches<target; validation=holdout_latest_train_batch_4
uci270,B_rolling_update,6,routear_blockcomp_svm,exploratory,3436,197,2300,0.6334758439315648,0.6334758439315648,0.7286956521739131,0.7727287057990172,mid,train=batches<target; validation=holdout_latest_train_batch_5
uci270,B_rolling_update,7,routear_blockcomp_svm,exploratory,3633,2300,3613,0.7639798709409327,0.7639798709409327,0.7628009964018821,0.7613777975737553,mid,train=batches<target; validation=holdout_latest_train_batch_6
uci270,B_rolling_update,8,routear_blockcomp_svm,exploratory,5933,3613,294,0.7605363446149354,0.7605363446149354,0.8095238095238095,0.7834077959077957,late,train=batches<target; validation=holdout_latest_train_batch_7
uci270,B_rolling_update,9,routear_blockcomp_svm,exploratory,9546,294,470,0.9591943761217586,0.9591943761217586,0.9595744680851064,0.961893881695862,late,train=batches<target; validation=holdout_latest_train_batch_8
uci270,B_rolling_update,10,routear_blockcomp_svm,exploratory,9840,470,3600,0.463019657685627,0.463019657685627,0.5047222222222222,0.5047222222222222,late,train=batches<target; validation=holdout_latest_train_batch_9
uci270,B_rolling_update,2,coral_svm,exploratory,445,0,1244,0.4397853891595837,0.4397853891595837,0.547427652733119,0.5653160211760598,early,train=batches<target; validation=no_inner_tuning_single_train_batch
uci270,B_rolling_update,3,coral_svm,exploratory,445,1244,1586,0.5608854832640684,0.6730625799168821,0.7023959646910467,0.630180800173951,early,train=batches<target; validation=holdout_latest_train_batch_2
uci270,B_rolling_update,4,coral_svm,exploratory,1689,1586,161,0.4745747574392076,0.5694897089270491,0.6645962732919255,0.6270155038759689,early,train=batches<target; validation=holdout_latest_train_batch_3
uci270,B_rolling_update,5,coral_svm,exploratory,3275,161,197,0.8168224809609556,0.9801869771531466,0.9847715736040609,0.9806521739130435,mid,train=batches<target; validation=holdout_latest_train_batch_4
uci270,B_rolling_update,6,coral_svm,exploratory,3436,197,2300,0.6135011193808525,0.6135011193808525,0.7517391304347826,0.6724972354926734,mid,train=batches<target; validation=holdout_latest_train_batch_5
uci270,B_rolling_update,7,coral_svm,exploratory,3633,2300,3613,0.6806243973252645,0.6806243973252645,0.7246055909216718,0.7266104187874788,mid,train=batches<target; validation=holdout_latest_train_batch_6
uci270,B_rolling_update,8,coral_svm,exploratory,5933,3613,294,0.5127814371982912,0.5127814371982912,0.6190476190476191,0.6061091686091686,late,train=batches<target; validation=holdout_latest_train_batch_7
uci270,B_rolling_update,9,coral_svm,exploratory,9546,294,470,0.5420666272991665,0.5420666272991665,0.6127659574468085,0.6526385160584154,late,train=batches<target; validation=holdout_latest_train_batch_8
uci270,B_rolling_update,10,coral_svm,exploratory,9840,470,3600,0.63206394395677,0.63206394395677,0.6777777777777778,0.6777777777777777,late,train=batches<target; validation=holdout_latest_train_batch_9
uci270,B_rolling_update,2,routea_core_svm,exploratory,445,0,1244,0.5358945815379147,0.5358945815379147,0.6519292604501608,0.5866662139374791,early,train=batches<target; validation=no_inner_tuning_single_train_batch
uci270,B_rolling_update,3,routea_core_svm,exploratory,445,1244,1586,0.7728804012716844,0.9274564815260213,0.9306431273644389,0.9324042098366953,early,train=batches<target; validation=holdout_latest_train_batch_2
uci270,B_rolling_update,4,routea_core_svm,exploratory,1689,1586,161,0.7515316851378233,0.901838022165388,0.8757763975155279,0.8944525193798448,early,train=batches<target; validation=holdout_latest_train_batch_3
uci270,B_rolling_update,5,routea_core_svm,exploratory,3275,161,197,0.8088424321863871,0.9706109186236646,0.9695431472081218,0.9741269841269842,mid,train=batches<target; validation=holdout_latest_train_batch_4
uci270,B_rolling_update,6,routea_core_svm,exploratory,3436,197,2300,0.6433156331174044,0.6433156331174044,0.7434782608695653,0.7860850732777287,mid,train=batches<target; validation=holdout_latest_train_batch_5
uci270,B_rolling_update,7,routea_core_svm,exploratory,3633,2300,3613,0.8765341768436238,0.8765341768436238,0.8798782175477442,0.888754557542296,mid,train=batches<target; validation=holdout_latest_train_batch_6
uci270,B_rolling_update,8,routea_core_svm,exploratory,5933,3613,294,0.7436174552316971,0.7436174552316971,0.6768707482993197,0.8001456876456877,late,train=batches<target; validation=holdout_latest_train_batch_7
uci270,B_rolling_update,9,routea_core_svm,exploratory,9546,294,470,0.7516258958460152,0.7516258958460152,0.774468085106383,0.8220775154438521,late,train=batches<target; validation=holdout_latest_train_batch_8
uci270,B_rolling_update,10,routea_core_svm,exploratory,9840,470,3600,0.6477467593525309,0.6477467593525309,0.6522222222222223,0.6522222222222223,late,train=batches<target; validation=holdout_latest_train_batch_9
uci270,B_rolling_update,2,logreg,exploratory,445,0,1244,0.6460372747076343,0.6460372747076343,0.7869774919614148,0.7239860312384584,early,train=batches<target; validation=no_inner_tuning_single_train_batch
uci270,B_rolling_update,3,logreg,exploratory,445,1244,1586,0.7010760027505786,0.8412912033006943,0.8493064312736444,0.8641768858089798,early,train=batches<target; validation=holdout_latest_train_batch_2
uci270,B_rolling_update,4,logreg,exploratory,1689,1586,161,0.6398173319032857,0.7677807982839429,0.7453416149068323,0.8288275193798448,early,train=batches<target; validation=holdout_latest_train_batch_3
uci270,B_rolling_update,5,logreg,exploratory,3275,161,197,0.8167595083656204,0.9801114100387445,0.9796954314720813,0.9793029675638371,mid,train=batches<target; validation=holdout_latest_train_batch_4
uci270,B_rolling_update,6,logreg,exploratory,3436,197,2300,0.656748397440769,0.656748397440769,0.7717391304347826,0.8055225737056007,mid,train=batches<target; validation=holdout_latest_train_batch_5
uci270,B_rolling_update,7,logreg,exploratory,3633,2300,3613,0.846698375342611,0.846698375342611,0.8541378355936895,0.8702278356818622,mid,train=batches<target; validation=holdout_latest_train_batch_6
uci270,B_rolling_update,8,logreg,exploratory,5933,3613,294,0.8837294044575947,0.8837294044575947,0.9149659863945578,0.8886331261331262,late,train=batches<target; validation=holdout_latest_train_batch_7
uci270,B_rolling_update,9,logreg,exploratory,9546,294,470,0.7543497097931455,0.7543497097931455,0.7680851063829788,0.8143908123473129,late,train=batches<target; validation=holdout_latest_train_batch_8
uci270,B_rolling_update,10,logreg,exploratory,9840,470,3600,0.6948471526947196,0.6948471526947196,0.7027777777777777,0.7027777777777778,late,train=batches<target; validation=holdout_latest_train_batch_9
uci270,B_rolling_update,2,rf,exploratory,445,0,1244,0.6928539190559166,0.6928539190559166,0.7451768488745981,0.7423060993362623,early,train=batches<target; validation=no_inner_tuning_single_train_batch
uci270,B_rolling_update,3,rf,exploratory,445,1244,1586,0.7671428820374997,0.9205714584449997,0.926860025220681,0.9183197730731978,early,train=batches<target; validation=holdout_latest_train_batch_2
uci270,B_rolling_update,4,rf,exploratory,1689,1586,161,0.6699475805997546,0.8039370967197055,0.8136645962732919,0.8012499999999999,early,train=batches<target; validation=holdout_latest_train_batch_3
uci270,B_rolling_update,5,rf,exploratory,3275,161,197,0.7841429624545615,0.9409715549454738,0.949238578680203,0.937432712215321,mid,train=batches<target; validation=holdout_latest_train_batch_4
uci270,B_rolling_update,6,rf,exploratory,3436,197,2300,0.6161554265728308,0.6161554265728308,0.7017391304347826,0.7514401624055803,mid,train=batches<target; validation=holdout_latest_train_batch_5
uci270,B_rolling_update,7,rf,exploratory,3633,2300,3613,0.7104389001783301,0.7104389001783301,0.742596180459452,0.7534578910439031,mid,train=batches<target; validation=holdout_latest_train_batch_6
uci270,B_rolling_update,8,rf,exploratory,5933,3613,294,0.77664954636291,0.77664954636291,0.891156462585034,0.7842430717430716,late,train=batches<target; validation=holdout_latest_train_batch_7
uci270,B_rolling_update,9,rf,exploratory,9546,294,470,0.8208319874512986,0.8208319874512986,0.823404255319149,0.8591794122665736,late,train=batches<target; validation=holdout_latest_train_batch_8
uci270,B_rolling_update,10,rf,exploratory,9840,470,3600,0.5916314914838156,0.5916314914838156,0.5927777777777777,0.5927777777777777,late,train=batches<target; validation=holdout_latest_train_batch_9
uci270,B_rolling_update,2,hgb,exploratory,445,0,1244,0.5973267915875533,0.5973267915875533,0.7805466237942122,0.6270244089118663,early,train=batches<target; validation=no_inner_tuning_single_train_batch
uci270,B_rolling_update,3,hgb,exploratory,445,1244,1586,0.7744437684470741,0.9293325221364889,0.935687263556116,0.9223348323416817,early,train=batches<target; validation=holdout_latest_train_batch_2
uci270,B_rolling_update,4,hgb,exploratory,1689,1586,161,0.549682084875347,0.6596185018504164,0.6708074534161491,0.7564583333333333,early,train=batches<target; validation=holdout_latest_train_batch_3
uci270,B_rolling_update,5,hgb,exploratory,3275,161,197,0.7742286664783604,0.9290743997740325,0.934010152284264,0.934520358868185,mid,train=batches<target; validation=holdout_latest_train_batch_4
uci270,B_rolling_update,6,hgb,exploratory,3436,197,2300,0.5856224719883367,0.5856224719883367,0.6347826086956522,0.7074078180876291,mid,train=batches<target; validation=holdout_latest_train_batch_5
uci270,B_rolling_update,7,hgb,exploratory,3633,2300,3613,0.6789949837245809,0.6789949837245809,0.7168557985053972,0.726219344900398,mid,train=batches<target; validation=holdout_latest_train_batch_6
uci270,B_rolling_update,8,hgb,exploratory,5933,3613,294,0.7136978665057727,0.7136978665057727,0.8333333333333334,0.7113344988344988,late,train=batches<target; validation=holdout_latest_train_batch_7
uci270,B_rolling_update,9,hgb,exploratory,9546,294,470,0.7371950295988902,0.7371950295988902,0.7510638297872341,0.7944224081929,late,train=batches<target; validation=holdout_latest_train_batch_8
uci270,B_rolling_update,10,hgb,exploratory,9840,470,3600,0.5824364004607978,0.5824364004607978,0.5788888888888889,0.5788888888888889,late,train=batches<target; validation=holdout_latest_train_batch_9
uci224,A_cold_batch_transfer,2,ss_svm_rbf,confirmatory,356,89,1244,0.5367208552708603,0.5367208552708603,0.6527331189710611,0.5859050826149417,early,Protocol A cold-start; confirmatory SVM-family models use fixed preregistered params (no inner tuning)
uci224,A_cold_batch_transfer,3,ss_svm_rbf,confirmatory,356,89,1586,0.2895650334294705,0.3474780401153646,0.47540983606557374,0.3681098441313706,early,Protocol A cold-start; confirmatory SVM-family models use fixed preregistered params (no inner tuning)
uci224,A_cold_batch_transfer,4,ss_svm_rbf,confirmatory,356,89,161,0.20863752122241086,0.25036502546689304,0.34782608695652173,0.2585513565891473,early,Protocol A cold-start; confirmatory SVM-family models use fixed preregistered params (no inner tuning)
uci224,A_cold_batch_transfer,5,ss_svm_rbf,confirmatory,356,89,197,0.14578950723529036,0.17494740868234843,0.17766497461928935,0.2007142857142857,mid,Protocol A cold-start; confirmatory SVM-family models use fixed preregistered params (no inner tuning)
uci224,A_cold_batch_transfer,6,ss_svm_rbf,confirmatory,356,89,2300,0.2270177989575309,0.2270177989575309,0.42782608695652175,0.3038861616065754,mid,Protocol A cold-start; confirmatory SVM-family models use fixed preregistered params (no inner tuning)
uci224,A_cold_batch_transfer,7,ss_svm_rbf,confirmatory,356,89,3613,0.30041068153502115,0.30041068153502115,0.377802380293385,0.41366285449955886,mid,Protocol A cold-start; confirmatory SVM-family models use fixed preregistered params (no inner tuning)
uci224,A_cold_batch_transfer,8,ss_svm_rbf,confirmatory,356,89,294,0.3022900132275132,0.3022900132275132,0.282312925170068,0.42083333333333334,late,Protocol A cold-start; confirmatory SVM-family models use fixed preregistered params (no inner tuning)
uci224,A_cold_batch_transfer,9,ss_svm_rbf,confirmatory,356,89,470,0.27401390178295126,0.27401390178295126,0.3872340425531915,0.396969696969697,late,Protocol A cold-start; confirmatory SVM-family models use fixed preregistered params (no inner tuning)
uci224,A_cold_batch_transfer,10,ss_svm_rbf,confirmatory,356,89,3600,0.36687094795890407,0.36687094795890407,0.43083333333333335,0.43083333333333335,late,Protocol A cold-start; confirmatory SVM-family models use fixed preregistered params (no inner tuning)
uci224,A_cold_batch_transfer,2,routear_logratio_svm,confirmatory,356,89,1244,0.6787102190068945,0.6787102190068945,0.7612540192926045,0.733006442643779,early,Protocol A cold-start; confirmatory SVM-family models use fixed preregistered params (no inner tuning)
uci224,A_cold_batch_transfer,3,routear_logratio_svm,confirmatory,356,89,1586,0.4441892849380556,0.5330271419256667,0.6494325346784363,0.5566526329363902,early,Protocol A cold-start; confirmatory SVM-family models use fixed preregistered params (no inner tuning)
uci224,A_cold_batch_transfer,4,routear_logratio_svm,confirmatory,356,89,161,0.2335628227194492,0.28027538726333906,0.4472049689440994,0.2829941860465116,early,Protocol A cold-start; confirmatory SVM-family models use fixed preregistered params (no inner tuning)
uci224,A_cold_batch_transfer,5,routear_logratio_svm,confirmatory,356,89,197,0.21833035856804958,0.2619964302816595,0.3350253807106599,0.38634920634920633,mid,Protocol A cold-start; confirmatory SVM-family models use fixed preregistered params (no inner tuning)
uci224,A_cold_batch_transfer,6,routear_logratio_svm,confirmatory,356,89,2300,0.23933875609740463,0.23933875609740463,0.46391304347826084,0.32723577235772355,mid,Protocol A cold-start; confirmatory SVM-family models use fixed preregistered params (no inner tuning)
uci224,A_cold_batch_transfer,7,routear_logratio_svm,confirmatory,356,89,3613,0.3018877491315594,0.3018877491315594,0.373097149183504,0.3701046212375518,mid,Protocol A cold-start; confirmatory SVM-family models use fixed preregistered params (no inner tuning)
uci224,A_cold_batch_transfer,8,routear_logratio_svm,confirmatory,356,89,294,0.2266559011842031,0.2266559011842031,0.19727891156462585,0.30416666666666664,late,Protocol A cold-start; confirmatory SVM-family models use fixed preregistered params (no inner tuning)
uci224,A_cold_batch_transfer,9,routear_logratio_svm,confirmatory,356,89,470,0.3693436960276339,0.3693436960276339,0.43829787234042555,0.4696969696969697,late,Protocol A cold-start; confirmatory SVM-family models use fixed preregistered params (no inner tuning)
uci224,A_cold_batch_transfer,10,routear_logratio_svm,confirmatory,356,89,3600,0.33266069434822265,0.33266069434822265,0.3913888888888889,0.39138888888888884,late,Protocol A cold-start; confirmatory SVM-family models use fixed preregistered params (no inner tuning)
uci224,A_cold_batch_transfer,2,coral_svm,exploratory,356,89,1244,0.4376146301790222,0.4376146301790222,0.5570739549839229,0.5646319409594528,early,Protocol A cold-start; confirmatory SVM-family models use fixed preregistered params (no inner tuning)
uci224,A_cold_batch_transfer,3,coral_svm,exploratory,356,89,1586,0.5488540512487703,0.6586248614985244,0.6809583858764187,0.6250580250364985,early,Protocol A cold-start; confirmatory SVM-family models use fixed preregistered params (no inner tuning)
uci224,A_cold_batch_transfer,4,coral_svm,exploratory,356,89,161,0.5180016440886006,0.6216019729063207,0.6521739130434783,0.6266957364341086,early,Protocol A cold-start; confirmatory SVM-family models use fixed preregistered params (no inner tuning)
uci224,A_cold_batch_transfer,5,coral_svm,exploratory,356,89,197,0.3363006029285099,0.4035607235142119,0.3604060913705584,0.4280952380952382,mid,Protocol A cold-start; confirmatory SVM-family models use fixed preregistered params (no inner tuning)
uci224,A_cold_batch_transfer,6,coral_svm,exploratory,356,89,2300,0.411481467314976,0.411481467314976,0.5352173913043479,0.4918712865940083,mid,Protocol A cold-start; confirmatory SVM-family models use fixed preregistered params (no inner tuning)
uci224,A_cold_batch_transfer,7,coral_svm,exploratory,356,89,3613,0.4885427905532247,0.4885427905532247,0.4937724882369222,0.501439856717445,mid,Protocol A cold-start; confirmatory SVM-family models use fixed preregistered params (no inner tuning)
uci224,A_cold_batch_transfer,8,coral_svm,exploratory,356,89,294,0.3725241431720013,0.3725241431720013,0.30612244897959184,0.45595700595700595,late,Protocol A cold-start; confirmatory SVM-family models use fixed preregistered params (no inner tuning)
uci224,A_cold_batch_transfer,9,coral_svm,exploratory,356,89,470,0.2865029171312315,0.2865029171312315,0.3276595744680851,0.36602455831964026,late,Protocol A cold-start; confirmatory SVM-family models use fixed preregistered params (no inner tuning)
uci224,A_cold_batch_transfer,10,coral_svm,exploratory,356,89,3600,0.46189388903534917,0.46189388903534917,0.4736111111111111,0.47361111111111104,late,Protocol A cold-start; confirmatory SVM-family models use fixed preregistered params (no inner tuning)
