config_label,preprocessing,model_name,params_json,validation_design,edge_sample_ids_not_used_as_test,fit_status,error_message,cv_rmse,cv_mae,cv_r2,cv_smape_percent,cv_mape_percent,cv_bias_mg_kg,cv_median_abs_error_mg_kg,cv_max_abs_error_mg_kg,n_cv_test_samples,blind_rmse,blind_mae,blind_r2,blind_smape_percent,blind_mape_percent,blind_bias_mg_kg,blind_median_abs_error_mg_kg,blind_max_abs_error_mg_kg,n_blind_samples
sg_selected__PLSRegression__001,sg_selected,PLSRegression,"{""model__n_components"": 1}",sample-level mean spectra; middle-label-only leave-one-sample testing,"[2, 9]",ok,,6.124358850414387,5.270046663759829,0.9482663362998462,4.321474318180808,4.258907378765694,-0.3179229096601217,4.884395126362875,10.724558948025432,13,13.72312016481931,12.172715062303046,-0.1065105328064999,11.644941617096825,10.83081873505964,-12.172715062303046,8.699684368471452,21.778391574372836,5
sg_selected__PLSRegression__002,sg_selected,PLSRegression,"{""model__n_components"": 2}",sample-level mean spectra; middle-label-only leave-one-sample testing,"[2, 9]",ok,,3.988990452812314,2.81234184607631,0.9780528581946384,2.4445219679336447,2.4004477180984125,-0.7373543998110403,1.7900221599416568,10.105651943856572,13,2.3630229490341037,2.012540292315151,0.9671915510871144,1.8535054893559175,1.8620852261573844,-0.0208906050654945,1.3244589106100193,4.050742651773319,5
sg_selected__PLSRegression__003,sg_selected,PLSRegression,"{""model__n_components"": 3}",sample-level mean spectra; middle-label-only leave-one-sample testing,"[2, 9]",ok,,2.6554127292135083,1.776404271279971,0.9902744081094512,1.5418110917052965,1.519286770851892,-0.5563145150569573,1.0015588174165089,6.102502096667365,13,4.439767898917439,3.9405211183969215,0.8841835221033173,3.4467052571588703,3.3752922282698363,-3.78905775028434,4.833349037544366,6.065812912062739,5
sg_selected__PLSRegression__004,sg_selected,PLSRegression,"{""model__n_components"": 5}",sample-level mean spectra; middle-label-only leave-one-sample testing,"[2, 9]",ok,,1.49089741818302,1.1315105444945164,0.9969341740117228,0.892106745142955,0.8881244913151429,-0.3410934916531764,0.6843652019922217,2.904721529641421,13,4.9859097063603,4.770498238630969,0.8539375307058198,4.281243000501051,4.182871749461388,-4.770498238630969,5.650711799794891,5.978575917708696,5
sg_selected__PCA_PLSRegression__005,sg_selected,PCA_PLSRegression,"{""model__pca__n_components"": 2, ""model__pls__n_components"": 1}",sample-level mean spectra; middle-label-only leave-one-sample testing,"[2, 9]",ok,,5.843944513892948,4.940190152460298,0.9528953106950112,4.165226212963455,4.096395108672508,-1.029181865972951,4.403613553595903,12.066075487004056,13,6.315816475134741,5.216983524015044,0.7656263284298113,4.864568100483206,4.7119062812261365,-4.09014301576128,4.967006670176573,9.67439523987504,5
sg_selected__PCA_PLSRegression__006,sg_selected,PCA_PLSRegression,"{""model__pca__n_components"": 2, ""model__pls__n_components"": 2}",sample-level mean spectra; middle-label-only leave-one-sample testing,"[2, 9]",ok,,5.843944513892947,4.9401901524603,0.9528953106950112,4.165226212963456,4.096395108672509,-1.029181865972951,4.403613553595903,12.066075487004042,13,6.3158164751347385,5.21698352401504,0.7656263284298115,4.864568100483204,4.711906281226135,-4.090143015761276,4.967006670176573,9.67439523987504,5
sg_selected__PCA_PLSRegression__007,sg_selected,PCA_PLSRegression,"{""model__pca__n_components"": 5, ""model__pls__n_components"": 1}",sample-level mean spectra; middle-label-only leave-one-sample testing,"[2, 9]",ok,,1.7971364348649743,1.2819168288930718,0.9955453450069226,1.0397503149134002,1.0294330117117,-0.524823053369804,0.8318860559434427,4.6225944233571,13,2.050315304412312,1.8608793804849424,0.9753003313694584,1.595336528302515,1.5808920912057085,-1.8608793804849424,1.2868806766537375,3.1114703194869837,5
sg_selected__PCA_PLSRegression__008,sg_selected,PCA_PLSRegression,"{""model__pca__n_components"": 5, ""model__pls__n_components"": 2}",sample-level mean spectra; middle-label-only leave-one-sample testing,"[2, 9]",ok,,1.7971364348649683,1.2819168288930751,0.9955453450069228,1.0397503149134029,1.029433011711703,-0.5248230533697963,0.8318860559434427,4.622594423357072,13,2.050315304412312,1.8608793804849424,0.9753003313694584,1.595336528302515,1.5808920912057085,-1.8608793804849424,1.2868806766537375,3.1114703194869837,5
sg_selected__Ridge__009,sg_selected,Ridge,"{""model__alpha"": 0.1}",sample-level mean spectra; middle-label-only leave-one-sample testing,"[2, 9]",ok,,1.6912064684794608,1.3154867699757085,0.9960550160734384,1.0539563264168863,1.049068906688193,-0.3618101510242582,0.9922715909825968,3.481469601498105,13,6.419972623114412,6.207663682747056,0.7578323250733006,5.604167774588953,5.44071187341745,-6.207663682747056,6.750474626128508,7.488712985698825,5
sg_selected__Ridge__010,sg_selected,Ridge,"{""model__alpha"": 1.0}",sample-level mean spectra; middle-label-only leave-one-sample testing,"[2, 9]",ok,,2.046475104642739,1.3110484576754216,0.9942234982716692,1.102106465417916,1.0906314498122165,-0.5092620970235799,0.2472519614042028,4.394525156285525,13,5.6969971745611945,5.455836344083158,0.809303892613541,4.9039077473187405,4.77616675308798,-5.455836344083158,5.928530185912834,7.386941592929659,5
sg_selected__Ridge__011,sg_selected,Ridge,"{""model__alpha"": 10.0}",sample-level mean spectra; middle-label-only leave-one-sample testing,"[2, 9]",ok,,4.2268535524895645,3.3770873047166443,0.9753574084769104,2.8228732273028063,2.7835814142577444,-0.4807889891688312,2.509543107827767,8.880246458507571,13,7.268766862090368,6.532260700640469,0.6895645574555826,5.960015332754097,5.745212783470293,-6.532260700640469,4.718680037551906,11.592397923161812,5
sg_selected__Lasso__012,sg_selected,Lasso,"{""model__alpha"": 0.001}",sample-level mean spectra; middle-label-only leave-one-sample testing,"[2, 9]",ok,,2.026249743618645,1.576495701606986,0.9943371126584636,1.2983604121465986,1.2928587851137576,-0.1531813470517966,0.944724258613718,4.484847286304358,13,5.595809208513279,5.4419977559212525,0.8160178807329574,4.915843663329028,4.790082084131734,-5.4419977559212525,5.940260200997543,6.521964264282289,5
sg_selected__Lasso__013,sg_selected,Lasso,"{""model__alpha"": 0.01}",sample-level mean spectra; middle-label-only leave-one-sample testing,"[2, 9]",ok,,0.7577273341326398,0.6005153622580115,0.9992080862487488,0.4829942825461309,0.4820013187483706,-0.1918402048825341,0.5483611716414032,1.300390413348424,13,2.0825437730877767,1.9432845792051123,0.9745177309299184,1.7228210997200633,1.7058492012408637,-1.9432845792051123,1.8186698535924108,2.9479648614650245,5
sg_selected__Lasso__014,sg_selected,Lasso,"{""model__alpha"": 0.1}",sample-level mean spectra; middle-label-only leave-one-sample testing,"[2, 9]",ok,,0.7302505798042594,0.6214860751970636,0.9992644777805382,0.4699262901073727,0.4693371820851137,-0.136558382681878,0.529794164969843,1.396776984150307,13,1.2461280640817975,1.1446294766614529,0.9908762122478804,1.011573015227505,1.0055045872081687,-1.1446294766614529,0.8976960168861012,1.9033636018376257,5
sg_selected__ElasticNet__015,sg_selected,ElasticNet,"{""model__alpha"": 0.001, ""model__l1_ratio"": 0.5}",sample-level mean spectra; middle-label-only leave-one-sample testing,"[2, 9]",ok,,2.098339329440508,1.5021735237195486,0.9939269980935188,1.2112424758852605,1.2033595191545423,-0.4204214595133274,0.8929007305730465,4.530384867039942,13,8.381163577210863,8.254904228368463,0.5872772070175913,7.535124351374514,7.252094382644921,-8.254904228368463,8.609197745587792,9.481098186770794,5
sg_selected__ElasticNet__016,sg_selected,ElasticNet,"{""model__alpha"": 0.01, ""model__l1_ratio"": 0.5}",sample-level mean spectra; middle-label-only leave-one-sample testing,"[2, 9]",ok,,1.2924348962004748,1.0483266422947854,0.9976960697488084,0.8355583262930831,0.8323311971498153,-0.4515019319599652,0.8498414989324061,2.414111062832632,13,4.171762231179929,3.997457578193058,0.8977439727942873,3.5778718772246423,3.509100280337892,-3.997457578193058,4.416313864231526,5.083271586192225,5
sg_selected__SVR_RBF__017,sg_selected,SVR_RBF,"{""model__C"": 1.0, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}",sample-level mean spectra; middle-label-only leave-one-sample testing,"[2, 9]",ok,,26.15653906235144,19.0069395990921,0.0563465449227602,14.020010925899207,13.860829974250247,-3.077333759380221,20.69017258833801,68.61499605557799,13,16.711445313411627,15.571686649373834,-0.6408838632437632,13.187144898526116,14.243437685556358,12.0724060154528,14.569413935272706,26.844472463193117,5
sg_selected__SVR_RBF__018,sg_selected,SVR_RBF,"{""model__C"": 1.0, ""model__epsilon"": 0.5, ""model__gamma"": ""scale""}",sample-level mean spectra; middle-label-only leave-one-sample testing,"[2, 9]",ok,,26.15653906235144,19.0069395990921,0.0563465449227602,14.020010925899207,13.860829974250247,-3.077333759380221,20.69017258833801,68.61499605557799,13,16.711445313411627,15.571686649373834,-0.6408838632437632,13.187144898526116,14.243437685556358,12.0724060154528,14.569413935272706,26.844472463193117,5
sg_selected__SVR_RBF__019,sg_selected,SVR_RBF,"{""model__C"": 10.0, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}",sample-level mean spectra; middle-label-only leave-one-sample testing,"[2, 9]",ok,,14.656549358526537,6.590714277994641,0.7037110562260325,4.2989345644890165,3.99819415298961,-4.340399538975212,1.6348212673193814,50.41083269206285,13,7.648115107605071,6.106445701794547,0.6563165247516017,5.325540137684405,5.368502278994723,-1.2298073558767215,5.970196300757792,11.8989211902351,5
sg_selected__SVR_RBF__020,sg_selected,SVR_RBF,"{""model__C"": 10.0, ""model__epsilon"": 0.5, ""model__gamma"": ""scale""}",sample-level mean spectra; middle-label-only leave-one-sample testing,"[2, 9]",ok,,14.81711883006013,6.869720545756398,0.6971835222056956,4.505536707476202,4.199325825968151,-4.51225289285974,2.1567919870108057,50.58157967022916,13,7.428236852365219,6.078811769397726,0.6757938075322226,5.307254045561201,5.338880768525832,-1.5479231376930271,5.936369559642685,11.327221579261746,5
sg_selected__SVR_RBF__021,sg_selected,SVR_RBF,"{""model__C"": 100.0, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}",sample-level mean spectra; middle-label-only leave-one-sample testing,"[2, 9]",ok,,2.688074896445139,2.226513496519038,0.9900336827842632,1.6983676133753374,1.692718860391509,-0.3197673565258266,2.1569317077975114,4.930830942135458,13,8.089973086882221,6.564009115634912,0.6154578292554531,5.725717348192583,5.703719288419635,-1.7801486164977007,7.934214393491203,12.144114714653623,5
sg_selected__SVR_RBF__022,sg_selected,SVR_RBF,"{""model__C"": 100.0, ""model__epsilon"": 0.5, ""model__gamma"": ""scale""}",sample-level mean spectra; middle-label-only leave-one-sample testing,"[2, 9]",ok,,2.5602481184438552,2.160206268213915,0.990959007952014,1.665870525024618,1.6614150519835285,-0.2320791191483741,2.3703136088942074,4.582311760136918,13,7.94830338805538,6.423917454452945,0.6288079282558081,5.603627313786528,5.591443846119283,-1.7972151531224057,7.631106548339574,11.778610553222478,5
sg_selected__RandomForestRegressor__023,sg_selected,RandomForestRegressor,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 1, ""model__n_estimators"": 80}",sample-level mean spectra; middle-label-only leave-one-sample testing,"[2, 9]",ok,,6.260330613523945,4.359990384615386,0.9459436753068288,3.015375728718264,2.969729491781948,-2.5796826923077387,2.120000000000033,13.191749999999985,13,7.316813190576001,7.158145912348402,0.685447056285186,6.381162401403182,6.2201197653054585,-5.273558943316101,7.88447320453605,8.81527228501308,5
sg_selected__RandomForestRegressor__024,sg_selected,RandomForestRegressor,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 3, ""model__n_estimators"": 80}",sample-level mean spectra; middle-label-only leave-one-sample testing,"[2, 9]",ok,,12.362841934808191,6.783593326465199,0.7891912616078569,4.646438421800044,4.54840142929814,-0.4150844513125618,3.436503769841252,40.11648526785712,13,6.615191620443183,6.111676671727864,0.7428806997498691,5.332692108138859,5.291607565724636,-2.98585924995385,5.879925319825432,9.96132617120847,5
sg_selected__RandomForestRegressor__025,sg_selected,RandomForestRegressor,"{""model__max_features"": 1.0, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 80}",sample-level mean spectra; middle-label-only leave-one-sample testing,"[2, 9]",ok,,6.299095880923506,4.475144230769235,0.9452721466221164,3.107236838415459,3.060198366835532,-2.7113942307692778,2.938500000000033,13.191749999999985,13,7.586347894019636,7.3441459123484,0.6618453769526136,6.533668906533507,6.350685247933495,-5.669408943316083,7.335598204536126,9.659897285013043,5
sg_selected__RandomForestRegressor__026,sg_selected,RandomForestRegressor,"{""model__max_features"": 1.0, ""model__min_samples_leaf"": 3, ""model__n_estimators"": 80}",sample-level mean spectra; middle-label-only leave-one-sample testing,"[2, 9]",ok,,12.3685602401455,6.885399004120878,0.7889962016808858,4.72721507451986,4.633841296320763,-0.2671727297008568,3.2722871031746195,40.00761116071428,13,6.080362008306548,5.532456949505635,0.7827755564352781,4.8168110705660006,4.78922652810704,-2.563276908684,5.220452700777798,9.256697599779898,5
sg_selected__GradientBoostingRegressor__027,sg_selected,GradientBoostingRegressor,"{""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__n_estimators"": 80}",sample-level mean spectra; middle-label-only leave-one-sample testing,"[2, 9]",ok,,5.931402770118366,3.840795459777998,0.951474858852828,2.749549201187805,2.7064404115228866,-1.475444570523495,1.6034046211480586,16.80754799522242,13,5.645306169698147,5.3430164441491,0.8127487087976377,4.740742459083625,4.628848144271059,-4.437482433163456,5.491617559637632,7.991637557395279,5
sg_selected__GradientBoostingRegressor__028,sg_selected,GradientBoostingRegressor,"{""model__learning_rate"": 0.1, ""model__max_depth"": 2, ""model__n_estimators"": 80}",sample-level mean spectra; middle-label-only leave-one-sample testing,"[2, 9]",ok,,5.739194199590448,3.8308201126955614,0.9545688409491792,2.7720380065199683,2.735010352570696,-1.399300962725185,1.7682939219995717,16.16404980868677,13,6.804983007901689,6.158672252674919,0.7279154321283683,5.40881466512232,5.238501294835117,-5.837385655413473,6.76114080504756,9.14424813434468,5
